Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Isolate	Organism Infraspecific Names Strain	Assembly Release Date	Assembly BioSample Accession	Assembly BioSample Isolate	Assembly BioSample Strain	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Ecotype	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly Type
GCA_000328285.1	Haloferax sp. BAB-2207	1296625		BAB-2207	2012-12-21	SAMN02469860		BAB-2207	water	India		2012-08						haploid
GCA_000328525.1	Halovivax ruber XH-70	797302		XH-70	2012-12-27	SAMN02232030		XH-70	saline lake	China	43.916667 N 115.616667 E	Missing						haploid
GCA_000328665.1	Methanomethylovorans hollandica DSM 15978	867904		DSM 15978	2012-12-28	SAMN02261367		DSM 15978	Anaerobic top layer (5 to 10 cm) of sediment (depth, 50 cm) in a eutrophic freshwater pond at the Dekkerswald Institute, Nijmegen, The Netherlands	Missing	Missing	Missing						haploid
GCA_000328685.1	Natronococcus occultus SP4	694430		SP4	2012-12-28	SAMN02261263		SP4	Soda lake Lake Magadi	Kenya	1.944 S 36.252 E	Missing						haploid
GCA_000328925.1	Nitrosopumilus sp. AR	1027373		AR	2012-12-31	SAMN02469592		AR	marine sediment	Arctic Ocean: Svalbard		2006-08				true	contaminated	haploid
GCA_000328945.1	Nitrosopumilus sp. SJ	1027374		SJ	2012-12-31	SAMN02469589		SJ	marine sediment	South Korea: the East Sea		2005-08						haploid
GCA_000334895.1	Halococcus agarilyticus	1232219		197A	2013-01-29	SAMD00011631												haploid
GCA_000336615.1	Haloarcula amylolytica JCM 13557	1227452		JCM 13557	2013-02-04	SAMN02471637		JCM 13557										haploid
GCA_000336635.1	Haloarcula japonica DSM 6131	1227453		DSM 6131	2013-02-04	SAMN02471638		DSM 6131										haploid
GCA_000336655.1	Natronobacterium lacisalsi AJ5	358396		AJ5	2013-02-04	SAMN02471659		AJ5										haploid
GCA_000336675.1	Halococcus hamelinensis 100A6	1132509		100A6	2013-02-04	SAMN02471661		100A6										haploid
GCA_000336695.1	Halococcus morrhuae DSM 1307	931277		DSM 1307	2013-02-04	SAMN02471675		DSM 1307										haploid
GCA_000336715.1	Halococcus thailandensis JCM 13552	1227457		JCM 13552	2013-02-04	SAMN02471640		JCM 13552										haploid
GCA_000336735.1	Haloferax volcanii JCM 10717	1227458		JCM 10717	2013-02-04	SAMN02471657		JCM 10717										haploid
GCA_000336755.1	Haloferax elongans ATCC BAA-1513	1230453		ATCC BAA-1513	2013-02-04	SAMN02471641		ATCC BAA-1513										haploid
GCA_000336775.1	Haloferax gibbonsii ATCC 33959	1227459		ATCC 33959	2013-02-04	SAMN02471685		ATCC 33959										haploid
GCA_000336795.1	Haloferax volcanii DSM 14919	1230452		DSM 14919	2013-02-04	SAMN02471684		DSM 14919										haploid
GCA_000336815.1	Haloferax prahovense DSM 18310	1227461		DSM 18310	2013-02-04	SAMN02471666		DSM 18310										haploid
GCA_000336835.1	Haloferax sp. ATCC BAA-645	1227463		ATCC BAA-645	2013-02-04	SAMN02471635		ATCC BAA-645										haploid
GCA_000336855.1	Haloferax sp. ATCC BAA-646	1227464		ATCC BAA-646	2013-02-04	SAMN02471676		ATCC BAA-646										haploid
GCA_000336875.1	Halorubrum californiense DSM 19288	1227465		DSM 19288	2013-02-04	SAMN02471648		DSM 19288										haploid
GCA_000336895.1	Haloarcula argentinensis DSM 12282	1230451		DSM 12282	2013-02-04	SAMN02471678		DSM 12282										haploid
GCA_000336915.1	Halococcus saccharolyticus DSM 5350	1227455		DSM 5350	2013-02-04	SAMN02471639		DSM 5350										haploid
GCA_000336935.1	Halococcus salifodinae DSM 8989	1227456		DSM 8989	2013-02-04	SAMN02471636		DSM 8989										haploid
GCA_000336955.1	Haloferax larsenii JCM 13917	1227460		JCM 13917	2013-02-04	SAMN02471655		JCM 13917								true	contaminated	haploid
GCA_000336975.1	Haloferax sp. ATCC BAA-644	1227462		ATCC BAA-644	2013-02-04	SAMN02471677		ATCC BAA-644										haploid
GCA_000336995.1	Halorubrum aidingense JCM 13560	1230454		JCM 13560	2013-02-04	SAMN02471664		JCM 13560										haploid
GCA_000337015.1	Halorubrum distributum JCM 13916	1230455		JCM 13916	2013-02-04	SAMN02471647		JCM 13916										haploid
GCA_000337035.1	Halorubrum coriense DSM 10284	1227466		DSM 10284	2013-02-04	SAMN02471634		DSM 10284										haploid
GCA_000337055.1	Halorubrum distributum JCM 9100	1227467		JCM 9100	2013-02-04	SAMN02471665		JCM 9100										haploid
GCA_000337075.1	Halorubrum hochstenium ATCC 700873	1227481		ATCC 700873	2013-02-04	SAMN02471650		ATCC 700873										haploid
GCA_000337095.1	Halogeometricum pallidum JCM 14848	1227487		JCM 14848	2013-02-04	SAMN02471630		JCM 14848										haploid
GCA_000337115.1	Natrinema thermotolerans DSM 11552	1227489		DSM 11552	2013-02-04	SAMN02471662		DSM 11552								true	contaminated	haploid
GCA_000337135.1	Natrialba chahannaoensis JCM 10990	1227492		JCM 10990	2013-02-04	SAMN02471674		JCM 10990										haploid
GCA_000337155.1	Natrinema altunense JCM 12890	1227494		JCM 12890	2013-02-04	SAMN02471672		JCM 12890										haploid
GCA_000337175.1	Natrinema gari JCM 14663	1230459		JCM 14663	2013-02-04	SAMN02471627		JCM 14663										haploid
GCA_000337195.1	Natrinema versiforme JCM 10478	1227496		JCM 10478	2013-02-04	SAMN02471670		JCM 10478										haploid
GCA_000337215.1	Natronolimnohabitans innermongolicus JCM 12255	1227499		JCM 12255	2013-02-04	SAMN02471623		JCM 12255										haploid
GCA_000337235.1	Natronorubrum tibetense GA33	1114856		GA33	2013-02-04	SAMN02471668		GA33										haploid
GCA_000337255.1	Halalkalicoccus jeotgali B3	795797		B3	2013-02-04	SAMN02471620		B3										haploid
GCA_000337275.1	Haloarcula marismortui ATCC 33800	662476		ATCC 33800	2013-02-04	SAMN02471645		ATCC 33800										haploid
GCA_000337295.1	Haloferax mediterranei ATCC 33500	523841		ATCC 33500	2013-02-04	SAMN02471643		ATCC 33500										haploid
GCA_000337315.1	Haloferax volcanii DS2	309800		DS2	2013-02-04	SAMN02471619		DS2										haploid
GCA_000337335.1	Halorubrum distributum JCM 10118	1227468		JCM 10118	2013-02-04	SAMN02471649		JCM 10118										haploid
GCA_000337355.1	Halorubrum kocurii JCM 14978	1230456		JCM 14978	2013-02-04	SAMN02471633		JCM 14978										haploid
GCA_000337375.1	Halorubrum lipolyticum DSM 21995	1227482		DSM 21995	2013-02-04	SAMN02471632		DSM 21995										haploid
GCA_000337395.1	Halorubrum distributum JCM 13561	1227483		JCM 13561	2013-02-04	SAMN02471646		JCM 13561										haploid
GCA_000337415.1	Halorubrum tebenquichense DSM 14210	1227485		DSM 14210	2013-02-04	SAMN02471631		DSM 14210										haploid
GCA_000337435.1	Halorubrum distributum JCM 10247	1227486		JCM 10247	2013-02-04	SAMN02471682		JCM 10247										haploid
GCA_000337455.1	Halosimplex carlsbadense 2-9-1	797114		2-9-1	2013-02-04	SAMN02471654		2/9/2001										haploid
GCA_000337475.1	Natrinema limicola JCM 13563	1230457		JCM 13563	2013-02-04	SAMN02471681		JCM 13563										haploid
GCA_000337495.1	Haloterrigena salina JCM 13891	1227488		JCM 13891	2013-02-04	SAMN02471629		JCM 13891										haploid
GCA_000337515.1	Halovivax asiaticus JCM 14624	1227490		JCM 14624	2013-02-04	SAMN02471651		JCM 14624										haploid
GCA_000337535.1	Natrialba aegyptia DSM 13077	1227491		DSM 13077	2013-02-04	SAMN02471628		DSM 13077										haploid
GCA_000337555.1	Natrialba asiatica DSM 12278	29540		DSM 12278	2013-02-04	SAMN02471653		DSM 12278										haploid
GCA_000337575.1	Natrialba hulunbeirensis JCM 10989	1227493		JCM 10989	2013-02-04	SAMN02471673		JCM 10989										haploid
GCA_000337595.1	Natrialba taiwanensis DSM 12281	1230458		DSM 12281	2013-02-04	SAMN02471680		DSM 12281										haploid
GCA_000337615.1	Natrinema pallidum DSM 3751	1227495		DSM 3751	2013-02-04	SAMN02471671		DSM 3751										haploid
GCA_000337635.1	Natrinema pellirubrum DSM 15624	797303		DSM 15624	2013-02-04	SAMN02471626		DSM 15624										haploid
GCA_000337655.1	Natronobacterium gregoryi SP2	797304		SP2	2013-02-04	SAMN02471625		SP2										haploid
GCA_000337675.1	Natronococcus amylolyticus DSM 10524	1227497		DSM 10524	2013-02-04	SAMN02471669		DSM 10524										haploid
GCA_000337695.1	Natronococcus jeotgali DSM 18795	1227498		DSM 18795	2013-02-04	SAMN02471624		DSM 18795										haploid
GCA_000337715.1	Natronorubrum bangense JCM 10635	1227500		JCM 10635	2013-02-04	SAMN02471622		JCM 10635										haploid
GCA_000337735.1	Natronorubrum sulfidifaciens JCM 14089	1230460		JCM 14089	2013-02-04	SAMN02471621		JCM 14089										haploid
GCA_000337755.1	Haloarcula marismortui ATCC 33799	662475		ATCC 33799	2013-02-04	SAMN02471658		ATCC 33799										haploid
GCA_000337775.1	Haloarcula vallismortis ATCC 29715	662477		ATCC 29715	2013-02-04	SAMN02471656		ATCC 29715										haploid
GCA_000337795.1	Haloferax denitrificans ATCC 35960	662478		ATCC 35960	2013-02-04	SAMN02471644		ATCC 35960										haploid
GCA_000337815.1	Haloferax mucosum ATCC BAA-1512	662479		ATCC BAA-1512	2013-02-04	SAMN02471642		ATCC BAA-1512										haploid
GCA_000337835.1	Haloferax sulfurifontis ATCC BAA-897	662480		ATCC BAA-897	2013-02-04	SAMN02471686		ATCC BAA-897										haploid
GCA_000337855.1	Halogeometricum borinquense DSM 11551	469382		DSM 11551	2013-02-04	SAMN02471667		DSM 11551										haploid
GCA_000337875.1	Natrialba magadii ATCC 43099	547559		MS-3	2013-02-04	SAMN02471679		MS-3										haploid
GCA_000337895.1	Halobiforma nitratireducens JCM 10879	1227454		JCM 10879	2013-02-04	SAMN02471660		JCM 10879										haploid
GCA_000337915.1	Halorubrum saccharovorum DSM 1137	1227484		DSM 1137	2013-02-04	SAMN02471663		DSM 1137										haploid
GCA_000338775.1	Sulfolobus acidocaldarius Ron12/I	1028567		Ron12/I	2013-02-08	SAMN02604153		Ron12/I										haploid
GCA_000340315.1	Sulfolobus acidocaldarius N8	1028566		N8	2013-02-08	SAMN02604152		N8										haploid
GCA_000341715.1	Methanosarcina mazei Tuc01	1236903		Tuc01	2013-02-22	SAMN02603746		Tuc01	sediment sample from the Tucurui hydropower station reservoir	Brazil								haploid
GCA_000349625.1	Thaumarchaeota archaeon SCGC AB-539-E09	1198115	SCGC AB-539-E09		2013-03-28	SAMN02261086		SCGC AB-539-E09		Denmark	56.1600 N 10.4689 E	NA						haploid
GCA_000363885.1	Methanocaldococcus villosus KIN24-T80	1069083		KIN24-T80	2013-04-11	SAMN02470129		KIN24-T80	hot marine sediment	Iceland		2011-01						haploid
GCA_000364745.1	Saccharolobus islandicus LAL14/1	1241935		LAL14/1	2013-04-15	SAMN02603709		LAL14/1										haploid
GCA_000371805.1	Methanocaldococcus villosus KIN24-T80	1069083		KIN24-T80	2013-04-19	SAMN02261307		KIN24-T80	Hot marine sediment	Iceland	67.096 N 18.711 W	Missing						haploid
GCA_000371945.1	crenarchaeote SCGC AAA261-C22	1130299		SCGC AAA261-C22	2013-04-19	SAMN02256501		SCGC AAA261-C22		Missing	Missing	Missing						haploid
GCA_000372145.1	crenarchaeote SCGC AAA261-L14	1130302		SCGC AAA261-L14	2013-04-19	SAMN02256489		SCGC AAA261-L14	Acid Mine Drainage	Missing	Missing	Missing						haploid
GCA_000375565.1	crenarchaeote SCGC AAA261-F05	1130300		SCGC AAA261-F05	2013-04-20	SAMN02256487		SCGC AAA261-F05		Missing	Missing	Missing						haploid
GCA_000375605.1	crenarchaeote SCGC AAA261-G18	1130301		SCGC AAA261-G18	2013-04-20	SAMN02256485		SCGC AAA261-G18		Missing	Missing	Missing						haploid
GCA_000375665.1	crenarchaeote SCGC AAA261-L22	1130303		SCGC AAA261-L22	2013-04-20	SAMN02256478		SCGC AAA261-L22		Missing	Missing	Missing				true	partial	haploid
GCA_000375685.1	crenarchaeote SCGC AAA261-N23	1130305		SCGC AAA261-N23	2013-04-20	SAMN02256477		SCGC AAA261-N23		Missing	Missing	Missing						haploid
GCA_000375985.1	euryarchaeote SCGC AAA261-E04	1130317		SCGC AAA261-E04	2013-04-20	SAMN02256486		SCGC AAA261-E04		Missing	Missing	Missing						haploid
GCA_000376005.1	crenarchaeote SCGC AAA261-N13	1130304		SCGC AAA261-N13	2013-04-20	SAMN02256482		SCGC AAA261-N13	soil	Missing	Missing	Missing						haploid
GCA_000376025.1	euryarchaeote SCGC AAA261-G15	1130318		SCGC AAA261-G15	2013-04-20	SAMN02256483		SCGC AAA261-G15		Missing	Missing	Missing				true	contaminated	haploid
GCA_000376445.1	Haladaptatus paucihalophilus DX253	797209		DX253	2013-04-20	SAMN02441396		DX253		USA	34.996 N 98.688 W	Missing						haploid
GCA_000376965.1	Methanothermococcus thermolithotrophicus DSM 2095	523845		DSM 2095	2013-04-22	SAMN02440415		DSM 2095		Italy	40.827 N 14.076 E	Missing						haploid
GCA_000379085.1	Halomicrobium katesii DSM 19301	1069082		DSM 19301	2013-04-23	SAMN02261322		DSM 19301	Lake Tebenquiche, Atacama saltern, Chile	Chile	27.566 S 70.050 W	Missing						haploid
GCA_000380685.1	Aigarchaeota archaeon SCGC AAA471-A16	1052823		SCGC AAA471-A16	2013-04-23	SAMN02441044		SCGC AAA471-A16	sediment	USA	40.6614 N 119.366217 W	Missing						haploid
GCA_000380705.1	Crenarchaeota archaeon SCGC AAA471-B05	1052801		SCGC AAA471-B05	2013-04-23	SAMN02441387		SCGC AAA471-B05	sediment	USA	40.6614 N 119.366217 W	Missing						haploid
GCA_000383975.1	Natronorubrum tibetense GA33	1114856		GA33	2013-04-26	SAMN02261315		GA33	Sediment of the Bange salt-alkaline lake in Tibet	China	31.911 N 79.173 E	Missing						haploid
GCA_000385565.1	Archaeoglobus sulfaticallidus PM70-1	387631		PM70-1	2013-04-30	SAMN02028569		PM70-1		Canada: Eastern flank of the Juan de Fuca Ridge	Missing	Missing						haploid
GCA_000389735.1	Sulfolobales archaeon Acd1	1294123	Acd1		2013-05-07	SAMN02470749	Acd1		hot spring water and gravel	USA: Yellowstone National Park, Obsidian Pool	44.6 N 110.433 W	2011-09-12						haploid
GCA_000398485.1	Aigarchaeota archaeon SCGC AAA471-E16	1052828		SCGC AAA471-E16	2013-05-16	SAMN02441277		SCGC AAA471-E16	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000398505.1	Aigarchaeota archaeon SCGC AAA471-G05	1052830		SCGC AAA471-G05	2013-05-16	SAMN02440950		SCGC AAA471-G05	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000398525.1	Aigarchaeota archaeon SCGC AAA471-J07	1052832		SCGC AAA471-J07	2013-05-16	SAMN02441627		SCGC AAA471-J07	sediment	USA	40.6614 N 119.366217 W					true	partial	haploid
GCA_000398545.1	Aigarchaeota archaeon SCGC AAA471-J08	1052833		SCGC AAA471-J08	2013-05-16	SAMN02441278		SCGC AAA471-J08	sediment	USA	40.6614 N 119.366217 W					true	partial	haploid
GCA_000398565.1	Aigarchaeota archaeon JGI 0000001-A7	1052838		JGI 0000001-A7	2013-05-16	SAMN02440951		JGI 0000001-A7	sediment	USA	40.661433 N 119.36625 W					true	partial	haploid
GCA_000398585.1	Aigarchaeota archaeon JGI 0000001-H6	1052841		JGI 0000001-H6	2013-05-16	SAMN02440533		JGI 0000001-H6	sediment	USA	40.661433 N 119.36625 W							haploid
GCA_000398765.1	Crenarchaeota archaeon SCGC AAA471-O08	1052806		SCGC AAA471-O08	2013-05-16	SAMN02440536		SCGC AAA471-O08	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000399825.1	Crenarchaeota archaeon SCGC AAA471-L14	1052805		SCGC AAA471-L14	2013-05-16	SAMN02440535		SCGC AAA471-L14	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000400975.1	Halarchaeum acidiphilum MH1-52-1	1261545		MH1-52-1	2013-05-16	SAMD00036650		MH1-52-1										haploid
GCA_000402075.1	Thaumarchaeota archaeon SCGC AAA007-O23	913333		SCGC AAA007-O23	2013-05-29	SAMN02440520		SCGC AAA007-O23	seawater	Atlantic Ocean	12.49 S 4.99 W	2007-11-27						haploid
GCA_000402095.1	Crenarchaeota archaeon SCGC AAA471-L13	1052804		SCGC AAA471-L13	2013-05-29	SAMN02440397		SCGC AAA471-L13	sediment	USA	40.6614 N 119.366217 W	Missing						haploid
GCA_000402775.1	Euryarchaeota archaeon SCGC AAA252-I15	913322		SCGC AAA252-I15	2013-05-29	SAMN02441070		SCGC AAA252-I15	brackish water	USA	Missing	Missing						haploid
GCA_000402895.1	Crenarchaeota archaeon SCGC AAA471-C03	1052803		SCGC AAA471-C03	2013-05-29	SAMN02440401		SCGC AAA471-C03	sediment	USA	40.6614 N 119.366217 W	Missing						haploid
GCA_000402915.1	Aigarchaeota archaeon SCGC AAA471-D15	1052826		SCGC AAA471-D15	2013-05-29	SAMN02440400		SCGC AAA471-D15	sediment	USA	40.6614 N 119.366217 W	Missing						haploid
GCA_000402935.1	Aigarchaeota archaeon SCGC AAA471-B22	1052825		SCGC AAA471-B22	2013-05-29	SAMN02441064		SCGC AAA471-B22	sediment	USA	40.6614 N 119.366217 W	Missing				true	partial	haploid
GCA_000402965.1	Candidatus Calditenuaceae archaeon SCGC AAA471-E14	1052827		SCGC AAA471-E14	2013-05-29	SAMN02441745		SCGC AAA471-E14	sediment	USA	40.6614 N 119.366217 W	Missing						haploid
GCA_000403645.1	Salinarchaeum sp. Harcht-Bsk1	1333523		Harcht-Bsk1	2013-05-30	SAMN02602994		Harcht-Bsk1										haploid
GCA_000404165.1	Methanobrevibacter sp. AbM4	224719		AbM4	2013-06-03	SAMN02602974		AbM4	rumen				ovine					haploid
GCA_000405685.1	Candidatus Geocrenenecus sp. JGI 0000106-J15	1130285		JGI 0000106-J15	2013-06-03	SAMN02440925		JGI 0000106-J15										haploid
GCA_000405745.1	Thaumarchaeota archaeon SCGC AB-179-E04	1104571		SCGC AB-179-E04	2013-06-03	SAMN02440928		SCGC AB-179-E04										haploid
GCA_000405765.1	Aigarchaeota archaeon JGI 0000001-B8	1052839		JGI 0000001-B8	2013-06-03	SAMN02440926		JGI 0000001-B8	sediment	USA	40.661433 N 119.36625 W					true	partial	haploid
GCA_000405885.1	Crenarchaeota archaeon SCGC AAA471-B23	1052802		SCGC AAA471-B23	2013-06-03	SAMN02441603		SCGC AAA471-B23	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000405905.1	Candidatus Calditenuaceae archaeon SCGC AAA471-F17	1052829		SCGC AAA471-F17	2013-06-03	SAMN02440937		SCGC AAA471-F17	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000405925.1	Aigarchaeota archaeon SCGC AAA471-I13	1052831		SCGC AAA471-I13	2013-06-03	SAMN02441257		SCGC AAA471-I13	sediment	USA	40.6614 N 119.366217 W							haploid
GCA_000415945.1	halophilic archaeon J07HX5	1325472			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000415965.1	Haloquadratum walsbyi J07HQW1	1238424			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000415985.1	Haloquadratum walsbyi J07HQW2	1238425			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000416005.1	Haloquadratum sp. J07HQX50	1238426			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000416025.1	Halonotius sp. J07HN6	1238427			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000416045.1	Halorubrum sp. J07HR59	1238428			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000416065.1	Halonotius sp. J07HN4	1070774			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000416085.1	halophilic archaeon J07HX64	1085028			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000416105.1	halophilic archaeon J07HB67	1085029			2013-09-04	SAMN01940911			Lake Tyrrell	Australia: Victoria	35.309 S 142.7795 E	2007-01-25						haploid
GCA_000421805.1	Halorubrum ezzemoulense DSM 17463	1121945		DSM 17463	2013-07-09	SAMN02441569		DSM 17463										haploid
GCA_000427685.1	Haloplanus natans DSM 17983	926690		DSM 17983	2013-07-15	SAMN02440896		DSM 17983		Israel	31.1 N 35.383333 E							haploid
GCA_000430485.1	Thermococcus sp. PK	913025		PK	2013-07-16	SAMN00203929		PK										haploid
GCA_000430905.1	Methanocorpusculum bavaricum DSM 4179	1122230		DSM 4179	2013-07-16	SAMN02441137		DSM 4179		Germany	49.01468 N 12.124944 E							haploid
GCA_000437055.1	Methanobrevibacter smithii CAG:186	1263088			2013-07-17	SAMEA3138737			derived from human gut metagenome									haploid
GCA_000437835.1	Methanoculleus sp. CAG:1088	1262903			2013-07-17	SAMEA3138776			derived from human gut metagenome									haploid
GCA_000446015.1	Thermofilum adornatum	1365176		1910b	2013-08-13	SAMN02602995		1910b										haploid
